id,overview_fra,overview_eng,overview_deu,overview_jpn
208650,"Sacha gagne son quatrième badge d'Hoenn, le badge Chaleur, contre Adriane (Type Feu).","Ash and Flannery begin their long-awaited Gym battle, with Ash beginning with Corphish and Flannery starting with her newly-evolved Magcargo. With Flannery desperate to prove herself as a worthy Gym Leader, Ash has to hope that his Pokemon are strong enough to defeat her.
","Endlich ist es soweit: Ash tritt gegen Flavia an, um den Hitze-Orden von Bad Lavastadt zu ergattern. Team Rocket beobachtet das Geschehen mit großem Interesse und will einen Tunnel unter der Arena graben, um sich dann Pikachu und Flavias Magcargo unter den Nagel zu reißen. Leider zapfen sie bei den Bohrungsarbeiten eine Wasserleitung an und werden ziemlich bald außer Gefecht gesetzt. In der Zwischenzeit entbrennt ein heißes Match zwischen Ash und Flavia, die als Überraschung plötzlich eine Gähner-Attacke einsetzt, die das gegnerische Pokémon hundemüde macht. Ash hat seine liebe Mühe mit Flavia, die noch weitere Attacken einsetzt und er muss alle Register seines Könnens ziehen, um sich gegen sie zu behaupten. Doch schließlich gelingt es ihm, mit Krebscorps’ Hilfe, das Match zu gewinnen…","　いよいよホウエン地方４つめのバッジをかけたジム戦をむかえたサトシたち。ジムリーダーになったばかりのアスナにとっては、はじめてのジム戦だ。対するサトシはたくさんのジム戦をけいけんしているため、自信まんまん。
　はじめのうちは、ほのおポケモンとたたかうさくせんを考えていたサトシがバトルをリード。しかし、元ジムリーダーのムラ爺（じい）からアドバイスをうけていたアスナも、だんだんおちついてきて、ゆだんしていたサトシにこうげきをはじめ…。"
208651,"Sacha décide de se rendre à Clémenti-Ville pour participer à son prochain combat. En chemin, lui et ses amis tombent sur un groupe de Spinda...","With their adventures in Lavaridge Town over, the gang decide to head back through Mauville City to Petalburg City so Ash can re-challenge Norman to a proper Gym battle. Ash, rememebering Pikachu being beaten up by Vigaroth, is eager to get back to prove himself as a worthy trainer. Before they get too far, however, the gang encounter a group of Spinda, a Pokemon known for having unique markings on their face. Soon they are helping a girl find a Spinda which has a heart-shaped mark on its face, and Team Rocket are looking for the same one to use as bait for Pikachu...
","Auf dem Weg nach Blutenburg City lernen unsere Freunde Claire und ihren Butler Royce kennen. Claire ist ganz außer sich, weil ihr Glückspandir weggelaufen ist. Sie nennt es so, weil sie seit dem ersten Treffen mit diesem Pandir, das ein Herz auf seiner Stirn trägt, nur noch Glück hat. Sie wollte es heute dem eigentlichen Besitzer wieder zurückgeben, da dieser heute von einer langen Reise zurückkehrt. Rocko verliebt sich mal wieder bis über beide Ohren. Unsere Freunde beschließen, Claire bei der Suche nach ihrem Pandir zu helfen. Natürlich ist auch Team Rocket hinter dem Glückspandir her, denn Glück können sie wirklich gebrauchen! Sie fangen Pandir mit Hilfe eines Robo-Pandir. Doch unsere Freunde können es zum Glück wieder befreien. Leider stellt sich heraus, dass der Besitzer von Pandir, Kane, der gerade von seiner Reise zurückgekommen ist, mit Claire verlobt ist. Die beiden wollen heiraten. Rocko nimmt diese Information auf wie ein Mann auf – naja, er versucht es wenigstens…","　トウカジムをつぎのもくてきちにきめ、フエンタウンをしゅっぱつしたサトシたちは、山道で数匹のパッチールと出会う。その中には、ひたいにハートのかたちのもようがついているめずらしいものが。そこへ、そのハートのパッチールをつかまえようと、クレアという女の人があらわれた。だが、ハートのパッチールはしげみの中ににげこんでしまう。
　こまっているようすのクレアからじじょうを聞いてみると、ハートのパッチールはある人からあずかっていて、今日、その人に返さなくてはならないのだという。そこでサトシたちは、クレアといっしょにハートのパッチールをさがしはじめるが…。"
208652,"Sacha, Flora, Max et Pierre poursuivent leurs aventures dans le monde de Hoenn. Ils découvrent alors un univers étonnant et plus menaçant que jamais.","Continuing towards Mauville City, the gang enter Steel Valley, which is home for Steel Pokemon. Before they get too far, however, the gang encounter a Torkoal under attack by Magnemite and a Skarmory. Having wandered into the valley due to it's love of rocky landscapes, the Pokemon that live there have tried to get it to leave. Realizing the pain it's gone through Ash becomes determined to help Torkoal stand up to the other Pokemon. However, unknown to the gang, a Steelix also lives in the valley...
","Unsere Freunde haben sich auf dem Weg nach Malvenfroh City verlaufen und müssen deshalb das Tal des Stahls durchqueren. Dort wird ein Qurtel von Magnetilo und einem Panzaeron angegriffen. Ash und Pikachu helfen Qurtel. Als unsere Freunde und Qurtel wieder angegriffen werden, setzt Maike ihr Flemmli ein. So können sie auch diese Angriffe abwehren. Doch die Angriffe gehen weiter. Denn die Stahl-Pokémon, die in diesem Tal wohnen, sind sehr besitzergreifend. Auch Team Rocket macht mehrmals schmerzhafte Bekanntschaft mit ihnen. Maike fällt unterwegs in eine Felsspalte und kann sich mit letzter Kraft auf halber Höhe an einem Ast festhalten. Ash und seine Freunde retten sie mit Qurtels Hilfe, obwohl sie sich mittlerweile auch gegen ein Magneton wehren müssen. Dann gesellt sich auch noch ein Stahlos hinzu. Doch Stahlos will allein gegen Qurtel kämpfen. Ash ‚coacht‘ Qurtel. Qurtel gewinnt und schließt sich unseren Freunden an.",　トウカシティをめざして旅をつづけるサトシたち。キンセツシティに立ちよるルートをえらぶが、とちゅうで道にまよってしまう。すると、「せきたんポケモン」のコータスが数匹のポケモンたちにこうげきされているのを見かける。コータスをたすけたサトシたちは、このばしょが、なわばりを強くいしきする「はがねポケモン」がすんでいる「ハガネの谷」だと気づいた。キンセツシティへの道をいそぐサトシたちは、たすけたコータスといっしょに谷をぬけることにするが…。
208653,"Sacha et ses amis retournent à Lavandia, où ils découvrent un carnaval organisé par la Team Rocket. Ils laissent leurs Pokémon profiter des festivités et la Team Rocket en profite pour essayer de les capturer.","Having reached Mauville City, the gang decide to visit Wattson at his Gym. However, when neither he or his assistant are there, the group go exploring and come across a carnival run by Team Rocket. Just as Team Rocket succeed in stealing the gang's Pokemon, Wattson appears and uses Electrike to fight Jessie, James and Meowth into blasting off, which causes the Pokemon to evolve into Manectric. With them out of the way, Ash challenges Wattson to a battle against his newly-captured Torkoal...
","Unsere Freunde kommen nach Malvenfroh City. Auf dem dortigen Volksfest toben sie sich zusammen mit ihren Pokémon gründlich aus. Doch dann stiehlt Team Rocket mit einem Spezialnetz all ihre Pokémon. Und dieses Netz scheint unzerstörbar zu sein. Doch mit der Hilfe ihres alten Freundes Walter und dessen Assistenten Watt können sie ihre Pokémon befreien. Durch den Kampf entwickelt sich Walters Frizelbliz zu Voltenso. Zum Spaß, aber auch zu Trainingszwecken, kämpft Maike in der Arena von Malvenfroh City mit ihrem Eneco gegen das Ampharos von Watt. Völlig überraschend gewinnt Maike durch kluges Timing und geschickte Attacken das Match. Als nächstes tritt Ash mit seinem Qurtel gegen Mr. Walter und sein Voltenso an. Es wird ein spannender Kampf, den Mr. Walter gewinnt. Währenddessen hat sich Team Rocket in die Arena geschlichen und muss mit den Tücken der sich dort befindlichen Fallen zurechtkommen. Als sie sich mit drei Raikou Robot anlegen, ist ihr ‚Abflug‘ gesichert. Unsere Freunde beschließen, nach Wiesenflur zu gehen, damit Maike an dem dortigen Pokémon-Wettbewerb teilnehmen kann.",　５つめのバッジを手に入れるためトウカジムをめざすサトシたちは、トウカシティへのとおり道にあるキンセツシティにとうちゃくした。ひさしぶりの大きな町をたのしみながら歩いていると、いろいろなしゅるいのゲームをそろえたゲーム場をはっけん。サトシたちは自分のポケモンをモンスターボールから出し、いっしょにゲームをたのしむが、なんとこのゲーム場はロケット団のワナだった。ロケット団につかまってしまうポケモンたち。それをたすけてくれたのは、かつてキンセツジムでたたかったジムリーダーのテッセンだった。サトシは新しいなかま、コータスの力をためすため、テッセンにバトルをもうしこみ、れんしゅうじあいをすることに…。
208654,"Alors que les enfants sont en route pour Vergazon, ils sont victimes d'un nouveau plan machiavélique de la Team Rocket...","The gang are now headed to Verdanturf Town so May can compete in her next contest, however it isn't long before they fall into one of Team Rocket's classic pitfall traps. While the group are able to send TR blasting off, May's Skitty accidentally breathes in a lot of Ash's Torkoal's smoke and becomes unwell. With no Pokémon Center around, the gang ends up in a Pokémon Aromatherapy Shop, run by a legendary Pokémon Coordinator known for winning many contests with her Skitty, which has since evolved into a Delcatty. While she starts teaching May about contests, Team Rocket plan to steal both Skitty and Delcatty for Giovanni.
","Team Rocket hat unsere Freunde mal wieder in eine seiner berühmten Gruben fallen lassen. Aber unsere Helden können sich retten und zahlen es ihm in einem Kampf heim. Eneco verliert dabei durch Qurtels Rauch seine Stimme. In Foothill Town finden sie eine Pokémon Klinik, in der Dr. Abbey Pokémon mit Hilfe von Massagen und Akupressur heilt. Es stellt sich heraus, dass Dr. Abbey eine berühmte Koordinatorin ist und ein großes Pokémon Festival gewonnen hat. Als ihr Eneco sich in einem Kampf verletzte, hat sie es in der Klinik von Dr. Moss behandeln lassen. Seine natürlichen Heilmethoden inklusive der Akupressur haben sie so beeindruckt, dass sie sich von ihm ausbilden ließ und selbst eine Klinik eröffnet hat. Team Rocket möchte Dr. Abbeys Enecoro und Maikes Eneco stehlen, um die beiden dem Boss als Geschenk zu überreichen. Es kommt zum Kampf, den Team Rocket mal wieder verliert. Ash und seine Freunde verabschieden sich von Dr. Abbey und ziehen weiter nach Wiesenflur.",　ポケモンコンテストがひらかれるシダケタウンをめざして旅をつづけるサトシたち。だが、ロケット団とのバトルでエネコが声を出せなくなったため、とちゅうにあるポケモン診療所（しんりょうじょ）に立ちよることに。ちりょうをうけ、元気をとりもどすエネコ。てあてをしてくれた女性が、ゆうめいなでんせつのコーディネーター・アヤネだと知ったサトシたちは、いろいろと話を聞いてみることにする。しかし、そんな一行にあやしいカゲがしのびより…。
208655,"Sacha, Flora, Max et Pierre poursuivent leurs aventures dans le monde de Hoenn. Ils découvrent alors un univers étonnant et plus menaçant que jamais.","While preparing to enter the Verdanturf Contest with Skitty, May and the others are amazed when they encounter her rival Drew who announces that he is not going to enter as his Roselia is injured after a battle with a Dusclops belonging to a masked trainer. Soon the gang encounter the Masked Co-ordinator and Ash begins a battle with Pikachu Vs. Dusclops, but when a  woman appears looking for her lost son, the Masked Co-ordinator flees, and the gang and drawn into the mystery of his identity...
","Unsere Freunde sind in Wiesenflur angekommen. Dort hält sich ein maskierter Koordinator auf, der sich ‚das Phantom‘ nennt. Niemand kennt seine wahre Identität. Er fordert Ash zu einem Kampf heraus. Ash kommt ziemlich ins Rudern, doch plötzlich bricht das Phantom den Kampf ab, da eine Mrs. Grimm auftaucht. Mrs. Grimm hasst Pokémon, und deshalb hat sie ihrem Sohn Timm verboten, mit ihnen Kontakt zu haben. Mit Hilfe eines Privatdetektivs hat sie herausgefunden, dass überall, wo Timmy auftaucht, auch das Phantom erscheint. Timmy muss also irgendetwas mit dem Phantom zu tun haben. Und damit hat sie Recht. Timmy ist sogar das Phantom! Timmy kann sich gerade noch rechtzeitig vor ihr in Sicherheit bringen. Als Mrs. Grimm schließlich vermutet, dass Timmy das Phantom sein könnte, bittet Mr. Grimm unsere Freunde um Hilfe. Früher war er das Phantom, weil seine Frau nicht wollte, dass er sich mit Pokémon beschäftigt. Als er sah, dass sein Sohn ganz nach ihm kommt und sich für Pokémon interessiert, hat er die Rolle des Phantoms an ihn weitergegeben. Unsere Freunde tüfteln einen Plan aus. Rocko spielt das Phantom, und Mrs. Grimm ist wieder total beruhigt. Timmy freut sich, denn jetzt kann er als ‚das Phantom‘ am Pokémon-Wettbewerb teilnehmen!",　サトシたちはポケモンコンテスト・シダケ大会がひらかれるシダケタウンにとうちゃくした。一行がポケモンセンターに立ちよると、ハルカのライバル、シュウがキズついたロゼリアをあずけていた。仮面（かめん）をつけたナゾのトレーナーにバトルでまけてしまい、今回のコンテストには出られないのだというシュウ。それを聞いたサトシは、つよいシュウをたおしてしまったという仮面のコーディネーター・ファントムに、きょうみをもつのだった。そして、そんなサトシたちにも、ファントムがちかづいてきていて…。
208656,"Sacha, Flora, Max et Pierre poursuivent leurs aventures dans le monde de Hoenn. Ils découvrent alors un univers étonnant et plus menaçant que jamais.","May is preparing for her third contest, and is nervous about entering, despite her Skitty's confidence. Meanwhile Kimimaro (the Phantom Co-ordinator from the previous ep) escapes from his mother and shows up to enter as well with his Dusclops, while Jessie from Team Rocket enters with her Dustox again. When the contest starts, while Kimimaro and Jessie are able to get off good opening appeals, May's Skitty has trouble with it's newly-learnt Blizzard and ends up getting a lower score than the two, making her think she won't progress to the battle rounds. Meanwhile, Kimimaro's mother has discovered where he is and is on her way to the contest to remove her son...
","Timmy kommt im allerletzten Moment zum Pokémon Wettbewerb. Seine Mom wollte ihn mit einem Berg von Hausaufgaben zu Hause festhalten, doch sein Vater gab ihm heimlich die Erlaubnis zu gehen. Beim Wettbewerb hat Maike in ihrer ‚Eröffnungsnummer‘ einige Probleme, die sie dann jedoch wiedergutmachen kann. Sie rückt mit Stefano, Jesslana (=Jessie) und dem Phantom (=Timmy) in die zweite Runde vor. Maike kann auch die zweite Runde für sich entscheiden und tritt im Finale gegen das Phantom an. Mittlerweile sind auch Mr. und Mrs. Grimm in der Arena aufgetaucht und verfolgen den Halbfinalkampf ihres Sohnes. Es stellt sich heraus, dass auch Mrs. Grimm in ihrer Jugend ein Pokémon hatte, dass sie sehr geliebt hat. Doch ihre Eltern hatten ihr eines Tages ihr Pokémon weggenommen, da sie angeblich zu alt dafür geworden sei. Vor diesem Schmerz wollte sie ihren Sohn Timmy schützen. Nur deshalb verbot sie ihm jeglichen Umgang mit Pokémon. Im Endkampf sieht es zunächst düster für Maike aus. Doch mit Hilfe ihrer Zuschuss-Attacke kann sie den Kampf in allerletzter Sekunde für sich entscheiden und gewinnt ihr zweites Band. Als Mrs. Grimm sieht, wie glücklich Timmy mit seinem Zwirrklop ist, lässt sie sich erweichen und erlaubt ihrem Sohn, mit seinem Pokémon zu trainieren und an Wettbewerben teilzunehmen.",　ポケモンコンテストがひらかれるシダケタウンにやってきたサトシたちは、気がよわい少年・キミマロと出会う。彼の母親はポケモンが大きらいで、キミマロに「ポケモン禁止令（きんしれい）」を出していた。だが、じつはキミマロはポケモンのことが大すきなのだということを知ったサトシたちは、彼の父親・タムラマロと力をあわせて、なんとかしてキミマロをポケモンコンテストに出してやろうとかんがえる。また、今回のシダケ大会は、はじめてコンビをくむエネコといっしょに２つめのリボンをめざしているハルカにとっても、だいじなコンテストなのだった。はたして、ハルカとキミマロ、ふたりのコンテストのけっかは？
208657,"Le groupe se dirige vers Clémenti-Ville pour que Sacha puisse décrocher son cinquième Badge. Nos amis tombent dans un nouveau piège de la Team Rocket, qui cherche à s'emparer de Pikachu, mais ils sont sauvés par un Solaroc sauvage.","The gang are now back on the road to the Petalburg City Gym so Ash can battle Norman for his fifth badge, but before long the gang get thirsty and decide to look for water. During the search, Brock's Lotad accidentally falls down a well. After being recovered, Lotad surprises everyone by evolving into Lombre. Soon, Lombre is approached by a woman requiring Lombre's help chasing a Solrock the gang encontered earlier out of her town so the recent drought will end.
","Auf ihrem Weg nach Blütenburg City wollen unsere Freunde an einer Quelle Pause machen, um ihre Wasservorräte aufzufüllen. Doch die Quelle ist versiegt! Und auch der Brunnen! Auf der hektischen Suche nach Wasser entwickelt sich Rockos Luturzel zu Lombrero weiter. Als die Bewohner des Dorfes, das sich in der Nähe der Quelle befindet, Lombrero erblicken, preisen sie es als das Große Lombrero, das sie aus ihrer Not retten wird. Sie geben einem erst kürzlich aufgetauchten Sonnfel die Schuld für die große Dürre. In ihrer Verzweiflung führen die Dorfbewohner einen Regentanz zu Ehren des Großes Lombreros auf. Mary, eine junge Dorfbewohnerin, ist eher praktisch veranlagt und findet mit Hilfe unserer Freunde den wahren Grund für die Trockenheit. Team Rocket hat das ganze Wasser abgepumpt, um es in Flaschen abzufüllen und gewinnbringend zu verkaufen. Nachdem unsere Freunde Team Rocket in die Flucht ‚gekämpft‘ haben, füllen sich die Brunnen wieder, und unsere Freunde setzen ihre Reise fort.","　つぎのジム戦のため、トウカシティをめざすサトシたちは、森のおくにある小さな村に立ちよった。そこでタケシのハスボーは、とつぜんハスブレロに進化（しんか）してしまう。ハスブレロを見た村人たちは、なぜかおがみはじめた。どうやら、村では２週間前から水がひあがってしまったらしく、村の水の神とされるハスブレロをおがんでいたのだという。
　水ぶそくのげんいんが、ちょうど２週間前に森にあらわれたソルロックのせいだとかんがえた村人たちは、ソルロックを森からおいだそうとするが…。"
208658,"Flora et ses amis traversent une forêt lorsqu'ils découvrent un Tylton blessé. Le Tylton endort les enfants avec son attaque Berceuse, mais Poussifeu les réveille en picorant leur nez...","While walking through a forest, the gang come across a large amount of debris caused by a recent storm trapping an injured Swablu. Determined to help the Pokemon return to it's flock, May begins to care for the flying Pokemon and develops a bond with it. Meanwhile Team Rocket notice Swablu and immediately begin working out how to capture it...
","Unsere Freunde finden auf ihrem Weg nach Blutenburg City ein verletztes, junges Wablu. Gleichzeitig lernen sie den Aufseher des Nationalparks, in dem sie sich gerade befinden, Morita, kennen. Da Maike das Wablu gesund pflegen will, bietet Morita ihnen an, bei ihm zu wohnen. Maike kümmert sich aufopfernd um das kleine Wablu. Als es wieder gesund ist, hat es durch den Schock seines Unfalls, Angst vor dem Fliegen. Unsere Freunde lassen sich einiges einfallen, damit Wablu seine Angst verliert. Überraschend schnappt sich Team Rocket Wablu. Doch Wablu kann sich durch das Zutrauen seiner neuen Freunde und durch das Vertrauen in sich selbst retten. Unsere Freunde suchen mit Wablu seinen Schwarm, damit es mit ihm weiterziehen kann. Maike bestärkt Wablu, mit ihm mitzufliegen. Sie hätte Wablu gern bei sich behalten, doch als wahrer Freund wünscht sie sich nichts mehr, als dass ihr neuer Freund glücklich ist.","　トウカシティをめざすサトシたちは、そのとちゅう、まよいこんだ森の中でキズついたチルットを見つける。どうやら、前日の嵐がげんいんでケガをして、群れからはぐれてしまったらしい。そこでサトシたちは、チルットのケガがなおるまでめんどうをみることにする。
　サトシたちががんばってかんびょうしたため、キズがなおったチルットは、なかまのもとへ帰ろうとする。しかし、なぜかうまくとび上がれず、地面に落ちてしまった。げんいんがわからないサトシたちは、チルットがもう一度空をとべるようにと、いろいろと作戦を立てるが…。"
208659,"Sacha et ses amis se trouvent dans une ville proche de Clémenti-Ville, lorsque leur pique-nique est englouti par un Gloupti qui passe dans les parages. Ils entendent alors un message d'alerte qui demande à tout le monde d'évacuer la cité.","While enjoying a picnic in the harbour area of a city, the gang are curious when some of their food goes missing, but this is overshadowed when a state-of-emergency is declared. The gang learn that the city has been besieged by a large group of Gulpin, a Pokemon known for it's large appetite. The gang agree to help get rid of the group, not realizing it's going to lead to a super-sized battle between one of the Gulpin and Ash's Treecko!
","Unsere Freunde kommen in eine Stadt, die ganz in der Nähe von Blütenburg City liegt. Plötzlich stürmt eine Horde Schluppuck die Stadt. Da Schluppuck alles fressen, was nicht niet- und nagelfest ist, wird die Stadt evakuiert. Unsere Freunde lernen Professor Jacuzzi kennen, der sich seit 50 Jahren mit der Erforschung der Schluppuck beschäftigt. Er hat zwei Pläne ausgearbeitet, wie man die Schluppuck aus der Stadt befördern kann. Plan A wird als erster in die Tat umgesetzt. Es handelt sich dabei um einen Pokeblock, der aufgrund seiner Duftstoffe Schluppuck anlockt. Doch Team Rocket durchkreuzt diesen Plan. Daraufhin setzt der Professor Plan B in die Tat um. Er hat ein ‚Mach 3 Partikel Geschütz‘ entwickelt, das die Schluppuck absorbiert und dann in Mach 3 Geschwindigkeit in ihr Territorium zurückschleudert. Alle bis auf ein Schluppuck verschwinden. Das Geschütz ist nicht mehr einsetzbar. Bei einem Kampf gegen Geckarbor entwickeln sich Schluppuck und Geckarbor zu riesigen Pokémon. Geckarbor schrumpft nach einem intensiven Kampf wieder zu normaler Größe. Unsere Freunde versuchen, das riesige Schluppuck mit einem Pokeball einzufangen. Doch dies gelingt ihnen dann erst mit einem riesigen Pokeball, den der Professor an sich nimmt. Unsere Freunde setzen ihre Reise nach Blütenburg City fort.",　つぎのジムがあるトウカシティへむかうとちゅう、とある町へやって来たサトシたちだったが、とつぜんナゾの警戒警報（けいかいけいほう）が聞こえてきた。ジュンサーによると、この町ではある時期になるとゴクリンの群れがやって来て、町中の食料をうばっていってしまうという。これまでの被害（ひがい）があまりにも大きいため、町ではこんどこそくいとめようと、ゴクリン研究家（けんきゅうか）のシャクジイ博士にゴクリンたいじをおねがいした。その話を聞いて、博士をてつだうことにしたサトシたちだったが…。
208660,"Alors qu'ils mangent dans la forêt, Sacha et ses amis remarquent qu'Arcko s'est écarté du groupe. Non seulement nos héros ne réussissent pas à convaincre le Pokémon Plante de descendre de son arbre, mais ils voient aussi leur pique-nique interrompu par un Ramboum en furie.","The gang is nearing Petalburg and Ash is excited about his battle with Norman. During a picnic, Ash notices Treecko isn't very happy due to its defeat by a Gulpin. Before Ash can make it feel better, a Loudred rampages through the camp followed by its trainer Guy. While he is able to calm Loudred down, Guy is worried as since it evolved from Whismur, it's become increasingly disobedient. Ash and Guy decide to have a Pokémon battle, Ash using his Treecko and Guy using Loudred. The battle takes an unexpected turn when both Pokémon evolve at the same time. Exploud promptly takes off on another rampage. While everyone looks for it, Team Rocket decides to steal it for Giovanni.
","Unsere Freunde lernen auf dem Weg nach Blutenburg City Guy kennen. Auch er hat vor, an der Hoenn-Liga teilzunehmen. Ash und Guy beschließen, zu Trainingszwecken gegeneinander zu kämpfen. Während des Kampfes entwickeln sich ihre beiden Pokémon gleichzeitig weiter. Geckarbor zu Reptain und Krakeelo zu Krawumms. Krawumms macht jedoch während des weiteren Kampfes, was es will, und läuft schließlich davon. Team Rocket entdeckt Krawumms auf einem Felsen im Wasser und beschließt, es für den Boss zu fangen. Doch der erste Versuch schlägt fehl. Reptain findet Krawumms. Unsere Freunde kommen hinzu, und Ash und Guy nehmen ihren Kampf wieder auf. Team Rocket stört sie dabei, und schnell bekommt das Team wieder seinen ‚Freiflug‘. Krawumms ist plötzlich freundlich gestimmt und gestattet Guy, sein Trainer zu sein. Endlich können Guy und Ash ihren Kampf fortsetzen.",　トウカシティをめざすサトシたちは、とちゅうの森で朝食をとっていた。たのしくすごす一行だったが、どうもキモリのようすがおかしい。サトシが話しかけてもまったくへんじがない。そのとき、ドゴームが大声をあげてあばれながらとび出してきた。そこへかけつけた少年・ガイに話を聞くと、このドゴーム、さいきんトレーナーであるガイの言うことを無視（むし）してあばれ出すことが多いという。ガイはそのげんいんもわからず、こまっているのだ。ストレスがげんいんじゃないかと考えたサトシは、ストレスをなくしてあげようと、ガイとバトルをすることに。すると、さきほどまでしずかだったキモリが、とつぜんやる気を出し、「自分を出せ」とサトシにアピールしはじめた。そこでサトシは、キモリをバトルにつかうことにするが…。
208661,"Une ombre plane sur Sacha, Flora et leurs amis alors qu'ils parcourent la région de Hoenn, et ce n'est pas celle du Mont Chimnée : la Team Magma et la Team Aqua ont mis leurs plans à exécution et nos héros sont pris dans la tourmente ! Lorsqu'ils ne sont pas occupés à déjouer des plans machiavéliques, Sacha et Flora poursuivent leurs objectifs personnels. Ainsi, Sacha obtient trois nouveaux Badges tandis que Flora remporte ses trois premiers Rubans de Concours. Le groupe obtient également de nouveaux Pokémon comme Chartor et Bulbizarre, mais arriveront-ils à contrôler toute leur puissance ?","The gang decide to settle down for a picnic, and Ash takes the opportunity to introduce his newly-evolved Grovyle to his other Pokemon. While Taillow and Torkoal are happy to have him on the team, Corphish becomes worried that Ash will now favor Grovyle over the others given it's higher stage, especially when Grovyle manages to get fruit off a tree easily and fend off a Team Rocket attack. However the crisis is interrupted by a Ludicolo and it's bongo-playing trainer, who challenge Ash to a match. Ash decides that, since Corphish looks desperate for a battle, he should let it. However things don't go well and Corphish is easily beaten, which makes it feel worse and causes it runs off. While walking through the forest, Corphish finds the Ludicolo and it's trainer, but when Team Rocket attempt to capture the two, it's up to Corphish to save the day!
","Unsere Freunde sind kurz vor Blütenburg City. Als sie mal wieder von Team Rocket angegriffen werden, schlägt Reptain es in die Flucht. Qurtel ist von Reptain sehr beeindruckt! Krebscorps wird wütend, es wäre auch gern so stark wie Reptain. Als unsere Freunde gerade eine Mittagspause machen wollen, taucht Poncho mit seinem Kappalores auf. Kappalores tanzt für sein Leben gern, und durch heiße Trommelrhythmen kann Poncho es zusätzlich noch anfeuern! Poncho sieht die leckeren Sandwiches unserer Freunde und fordert Ash zu einem Kampf heraus. Der Sieger erhält die Sandwiches. Ash kämpft mit Krebscorps gegen die beiden. Doch Ash und Krebscorps sind nicht so gut drauf und verlieren das Match. Krebscorps läuft enttäuscht weg, findet Poncho und Kappalores, die schon wieder unterwegs sind, und möchte noch einmal gegen sie kämpfen. Doch Team Rocket kommt ihm in die Quere. Es nimmt Poncho und Kappalores gefangen. Krebscorps befreit die beiden. Als es zu einem erneuten Angriff von Team Rocket auf unsere Freunde und Poncho kommt, schlägt Krebscorps es wieder in die Flucht. Krebscorps hat sein Selbstvertrauen wiedergefunden. Da Qurtel mit seinem Selbstvertrauen noch ein bisschen auf Kriegsfuß steht, fordert Ash Poncho zu einem erneuten Kampf heraus. Qurtel macht seine Sache ausgezeichnet! Mit neuem Schwung machen sich unsere Freunde wieder auf den Weg nach Blütenburg City.","　いよいよトウカシティにちかづいてきたサトシたち。そこでサトシは、自分のポケモンたちに、キモリから進化したジュプトルをしょうかいする。みんながかんげいする中、なぜかヘイガニだけは気に入らないようす。そんなとき、木々のあいだからルンパッパをつれたヒゲの男・パンチョがあらわれた。昼ごはんをかけてのバトルをもうしこんでくるパンチョ。ジム戦の前にいいれんしゅうができると考えたサトシは、勝負することにする。
　バトルにジュプトルを出そうとするサトシ。しかしそれを見たヘイガニは、ジュプトルをおしのけて、自分が出たいと言いはじめ…。"
